book_name,book_url,book_author,book_introduction 
"Murach’s ASP.NET 4.5 Web Programming with C# 2012, 5th Edition",http://www.allitebooks.org/murachs-asp-net-4-5-web-programming-with-c-2012-5th-edition/,Anne Boehm,"If you know the basics of C#, you’re ready to learn to develop server-side web applications with ASP.NET…and that’s where this book comes in: Section 1 presents a quick-start course on ASP.NET Web Forms, Visual Studio tools, and the role of HTML5/CSS3…a course that works both for beginners…"
"Murach’s ASP.NET 4.5 Web Programming with VB 2012, 5th Edition",http://www.allitebooks.org/murachs-asp-net-4-5-web-programming-with-vb-2012-5th-edition/,Mary Delamater,"If you know the basics of Visual Basic, you’re ready to learn to develop server-side web applications with ASP.NET…and that’s where this book comes in: Section 1 presents a quick-start course on ASP.NET Web Forms, Visual Studio tools, and the role of HTML5/CSS3…a course that works both for…"
"Object Oriented Programming with C++, 2nd Edition",http://www.allitebooks.org/object-oriented-programming-with-c-2nd-edition/,Anne Boehm,"Beginning with an explanation of the procedure-oriented programming system, the role played by structures in this system, and the reasons that led to the creation of OOPS, the book provides a systematic discussion of features such as classes, objects, dynamic memory management, constructors, destructors, inheritance, dynamic polymorphism, and…"
Algorithms: Design and Analysis,http://www.allitebooks.org/algorithms-design-and-analysis/,Mary Delamater,"Algorithms: Design and Analysis of is a textbook designed for the undergraduate and postgraduate students of computer science engineering, information technology, and computer applications. It helps the students to understand the fundamentals and applications of algorithms. The book has been divided into four sections: Algorithm Basics, Data Structures,…"
"Data Structures Using C, 2nd edition",http://www.allitebooks.org/data-structures-using-c-2nd-edition/,Sourav Sahay,This second edition of Data Structures Using C has been developed to provide a comprehensive and consistent coverage of both the abstract concepts of data structures as well as the implementation of these concepts using C language. It begins with a thorough overview of the concepts of C…
Advanced Java Programming,http://www.allitebooks.org/advanced-java-programming/,Harsh Bhasin,"Advanced Java Programming is a textbook specially designed for undergraduate and postgraduate students of Computer Science, Information Technology, and Computer Applications (BE/BTech/BCA/ME/M.Tech/MCA). Divided into three parts, the book provides an exhaustive coverage of topics taught in advanced Java and other related subjects. It first introduces important language features…"
Computer Fundamentals and Programming in C,http://www.allitebooks.org/computer-fundamentals-and-programming-in-c/,Reema Thareja,"It provides a thorough understanding of the subject and its applications. The book begins with an introduction to the basic features of a digital computer, number systems and binary arithmetic, Boolean algebra and logic gates, software, operating systems, and the internet. A major part of the book provides…"
Data Structures using C++,http://www.allitebooks.org/data-structures-using-c/,Varsha H. Patil,Data Structures Using C++ is designed to serve as a textbook for undergraduate engineering students of computer science and information technology as well as postgraduate students of computer applications. The book aims to provide a comprehensive coverage of all the topics related to data structures. The book begins…
It Inventory and Resource Management with Ocs Inventory Ng 1.02,http://www.allitebooks.org/it-inventory-and-resource-management-with-ocs-inventory-ng-1-02/,"Barzan ""Tony"" Antal","This book targets an audience of system administrators and IT professionals who are required to implement, configure, customize, and work with IT Inventory and Asset Management solutions. The book does not presume any prior knowledge of inventory management, just a solid grasp of the server/client model and familiarity…"
"Programming in C, 2nd Edition",http://www.allitebooks.org/programming-in-c-2nd-edition/,Manas Ghosh,"Beginning with the basic concept of programming, the book gives an exhaustive coverage of arrays, strings, functions, pointers, and data structures. Separate chapters on linked lists and stacks, queues, and trees, with their implementation in C, have been provided to simplify the learning of complex concepts. Some advanced…"
"Programming with ANSI C++, 2nd Edition",http://www.allitebooks.org/programming-with-ansi-c-2nd-edition/,Pradip Dey,Programming with ANSI C++ 2/e is thoroughly updated while preserving the essence of the original edition. It provides a fine balance between theory and practice by an in-depth coverage of both elementary as well as advanced topics. Starting with an introduction to object-oriented paradigm and an overview of…
JSON Quick Syntax Reference,http://www.allitebooks.org/json-quick-syntax-reference/,Bhushan Trivedi,"This compact quick scripting syntax reference on JSON covers syntax and parameters central to JSON object definitions, using the NetBeans 8.1 open source and Eclipse IDE software tool packages. The JSON Quick Syntax Reference covers the syntax used in the JSON object definition language, logically organized by topical chapters, and…"
"Top-Down Network Design, 3rd Edition",http://www.allitebooks.org/top-down-network-design-3rd-edition/,Wallace Jackson,"The purpose of Top-Down Network Design, Third Edition, is to help you design networks that meet a customer’s business and technical goals. Whether your customer is another department within your own company or an external client, this book provides you with tested processes and tools to help you…"
